symbol,quoteType,shortName,longName,exchange,exchangeTimezoneName,currency,sector,industry,fullTimeEmployees,longBusinessSummary,country,state,city,phone,website,address1,fiftyTwoWeekLow,fiftyTwoWeekHigh,pegRatio,marketCap,enterpriseValue,bookValue,averageVolume,floatShares,sharesOutstanding,enterpriseToRevenue,beta,trailingPE,trailingEps,priceToSalesTrailing12Months,forwardEps,forwardPE,priceToBook,heldPercentInstitutions,debtToEquity,returnOnEquity,returnOnAssets,shortRatio,sharesShort,52WeekChange,enterpriseToEbitda,totalCash,totalDebt,totalRevenue,totalCashPerShare,numberOfAnalystOpinions,currentPrice,targetHighPrice,targetMeanPrice,targetMedianPrice,targetLowPrice,recommendationKey,recommendationMean,revenuePerShare,grossProfits,freeCashflow,ebitda,operatingMargins,revenueGrowth,operatingCashflow,grossMargins,profitMargins,ebitdaMargins
DIS,EQUITY,Walt Disney Company (The),The Walt Disney Company,NYQ,America/New_York,USD,Communication Services,Entertainment,170000.0,"The Walt Disney Company, together with its subsidiaries, operates as an entertainment company worldwide. The company's Media Networks segment operates domestic cable networks under the Disney, ESPN, Freeform, FX, and National Geographic brands; and television broadcast network under the ABC brand, as well as eight domestic television stations. This segment is also involved in the television production and distribution. Its Parks, Experiences and Products segment operates theme parks and resorts, such as Walt Disney World Resort in Florida; Disneyland Resort in California; Disneyland Paris; Hong Kong Disneyland Resort; and Shanghai Disney Resort; Disney Cruise Line, Disney Vacation Club, National Geographic Expeditions, and Adventures by Disney and Aulani, a Disney resort and spa in Hawaii, as well as licenses its intellectual property to a third party for the operations of the Tokyo Disney Resort in Japan. The company's Studio Entertainment segment produces and distributes motion pictures under the Walt Disney Pictures, Twentieth Century Studios, Marvel, Lucasfilm, Pixar, Searchlight Pictures, and Blue Sky Studios banners; develops, produces, and licenses live entertainment events; produces and distributes music; and provides post-production services through Industrial Light & Magic and Skywalker Sound. Its Direct-To-Consumer & International segment operates international television networks and channels comprising Disney, ESPN, Fox, National Geographic, and Star; direct-to-consumer videos streaming services consisting of Disney+/Disney+Hotstar, ESPN+, and Hulu; and operates branded apps and Websites, such as Disney Movie Club and Disney Digital Network, as well as provides streaming technology support services. The company was founded in 1923 and is based in Burbank, California.",United States,CA,Burbank,818-560-1000,http://www.thewaltdisneycompany.com,500 South Buena Vista Street,140.86,203.02,1.46,290036547584.0,372474707968.0,47.078,9582665.0,1814987941.0,1816930048.0,6.3839999999999995,1.1961950000000001,,-2.491,4.970805,5.02,31.798804999999998,3.3907559999999997,0.66678,56.601000000000006,-0.03924,0.00374,2.27,21982594.0,,57.313,15889999872.0,56146001920.0,58347999232.0,8.746,26.0,159.63,230.0,210.23,215.0,147.0,buy,1.9,32.201,21508000000.0,3945750016.0,6498999808.0,0.02086,-0.134,4298999808.0,0.30646999999999996,-0.07735,0.111379996
WM,EQUITY,"Waste Management, Inc.","Waste Management, Inc.",NYQ,America/New_York,USD,Industrials,Waste Management,48250.0,"Waste Management, Inc., through its subsidiaries, provides waste management environmental services to residential, commercial, industrial, and municipal customers in North America. It offers collection services, including picking up and transporting waste and recyclable materials from where it was generated to a transfer station, material recovery facility (MRF), or disposal site; and owns, develops, and operates landfill gas-to-energy facilities in the United States, as well as owns and operates transfer stations. As of December 31, 2020, the company owned or operated 263 solid waste landfills; 5 secure hazardous waste landfills; 103 MRFs; and 348 transfer stations. It also provides materials processing and commodities recycling services; recycling brokerage services, such as managing the marketing of recyclable materials for third parties; and other strategic business solutions. In addition, the company offers construction and remediation services; services related with the disposal of fly ash, and residue generated from the combustion of coal and other fuel stocks; in-plant services comprising full-service waste management solutions and consulting services; and specialized disposal services for oil and gas exploration and production operations. The company was formerly known as USA Waste Services, Inc. and changed its name to Waste Management, Inc. in 1998. Waste Management, Inc. was incorporated in 1987 and is headquartered in Houston, Texas.",United States,TX,Houston,713-512-6200,http://www.wm.com,800 Capitol Street,109.11,164.82,2.14,68798259200.0,78250434560.0,17.596,1470795.0,420168346.0,422127008.0,4.738,0.8179890000000001,44.530052000000005,3.66,4.165552,5.45,29.904587,9.262332,0.81857,180.092,0.22461,0.06576,2.83,3772073.0,,16.456,148000000.0,13244000256.0,16515999744.0,0.35100000000000003,15.0,162.98,177.0,159.33,159.0,148.0,buy,2.4,39.086,5877000000.0,2231875072.0,4754999808.0,0.17728001,0.257,3944999936.0,0.38956,0.09688,0.2879
WAT,EQUITY,Waters Corporation,Waters Corporation,NYQ,America/New_York,USD,Healthcare,Diagnostics & Research,7400.0,"Waters Corporation, a specialty measurement company, provides analytical workflow solutions in Asia, the Americas, and Europe. It operates through two segments, Waters and TA. The company designs, manufactures, sells, and services high and ultra-performance liquid chromatography, as well as mass spectrometry (MS) technology systems and support products, including chromatography columns, other consumable products, and post-warranty service plans. It also designs, manufactures, sells, and services thermal analysis, rheometry, and calorimetry instruments; and develops and supplies software-based products that interface with its instruments, as well as other manufacturers' instruments. Its MS technology instruments are used in drug discovery and development comprising clinical trial testing, the analysis of proteins in disease processes, nutritional safety analysis, and environmental testing. The company's offers thermal analysis, rheometry, and calorimetry instruments for use in predicting the suitability and stability of fine chemicals, pharmaceuticals, water, polymers, metals, and viscous liquids for various industrial, consumer good, and healthcare products, as well as for life science research. Its products are used by pharmaceutical, biochemical, industrial, nutritional safety, environmental, academic, and governmental customers working in research and development, quality assurance, and other laboratory applications. The company has a collaboration with Genovis AB to develop and market biopharmaceutical characterization workflows based on the its BioAccord LC-MS System, Andrew+ pipetting robot and Genovis SmartEnzymes. Waters Corporation was founded in 1958 and is headquartered in Milford, Massachusetts.",United States,MA,Milford,508 478 2000,http://www.waters.com,34 Maple Street,222.53,428.22,4.25,22017206272.0,25202595840.0,3.734,342731.0,61003196.0,61700500.0,9.437000000000001,0.800218,36.135696,9.875,8.244187,10.99,32.469516999999996,95.56508000000001,0.91420996,639.2040000000001,17.26095,0.17889000000000002,5.7,1506657.0,,26.443,663622016.0,1714811008.0,2670633984.0,10.815,13.0,356.84,425.0,356.85,360.0,298.0,hold,3.1,43.04600000000001,1358676000.0,563120384.0,953094016.0,0.30824,0.311,801505024.0,0.58163,0.24731999999999998,0.35688000000000003
WEC,EQUITY,"WEC Energy Group, Inc.","WEC Energy Group, Inc.",NYQ,America/New_York,USD,Utilities,Utilities—Regulated Electric,7200.0,"WEC Energy Group, Inc., through its subsidiaries, provides regulated natural gas and electricity, and renewable and nonregulated renewable energy services in the United States. The company operates through six segments: Wisconsin, Illinois, Other States, Electric Transmission, Non-Utility Energy Infrastructure, and Corporate and Other. It generates and distributes electricity from coal, natural gas, oil, hydroelectric, wind, solar, and biomass sources; provides electric transmission services; offers retail natural gas distribution services; transports natural gas; and generates, distributes, and sells steam. As of December 31, 2020, it operated approximately 36,100 miles of overhead distribution lines and 34,900 miles of underground distribution cables, as well as 450 electric distribution substations and 507,900 line transformers; 50,300 miles of natural gas distribution mains; 1,100 miles of natural gas transmission mains; 2.3 million natural gas lateral services; 500 natural gas distribution and transmission gate stations; and 68.2 billion cubic feet of working gas capacities in underground natural gas storage fields. The company was formerly known as Wisconsin Energy Corporation and changed its name to WEC Energy Group, Inc. in June 2015. WEC Energy Group, Inc. was incorporated in 1981 and is headquartered in Milwaukee, Wisconsin.",United States,WI,Milwaukee,414-221-2345,http://www.wecenergygroup.com,231 West Michigan Street,80.55,104.15,3.68,27994857472.0,42795442176.0,34.134,996715.0,314791045.0,315435008.0,5.382000000000001,0.208994,22.360796,3.969,3.5204802,4.29,20.687645,2.6000468999999997,0.73779,132.517,0.12000999999999999,0.03115,3.0,2786293.0,,15.085999999999999,35000000.0,14617199616.0,7952000000.0,0.111,12.0,88.75,110.0,97.33,95.5,86.0,hold,3.1,25.212,2908200000.0,-782362496.0,2836800000.0,0.22823000000000002,0.08199999999999999,2042599936.0,0.37617,0.16246,0.35674
WFC,EQUITY,Wells Fargo & Company,Wells Fargo & Company,NYQ,America/New_York,USD,Financial Services,Banks—Diversified,259196.0,"Wells Fargo & Company (NYSE: WFC) is a leading financial services company that has approximately $1.9 trillion in assets and proudly serves one in three U.S. households and more than 10% of all middle market companies in the U.S. We provide a diversified set of banking, investment and mortgage products and services, as well as consumer and commercial finance, through our four reportable operating segments: Consumer Banking and Lending, Commercial Banking, Corporate and Investment Banking, and Wealth and Investment Management. Wells Fargo ranked No. 30 on Fortune's 2020 rankings of America's largest corporations. In the communities we serve, the company focuses its social impact on building a sustainable, inclusive future for all by supporting housing affordability, small business growth, financial health and a low-carbon economy.",United States,CA,San Francisco,866 249 3302,http://www.wellsfargo.com,420 Montgomery Street,24.39,52.57,0.09,211031474176.0,-18285012992.0,40.309,25933460.0,4099922384.0,4141120000.0,-0.239,1.358624,35.0,1.456,2.7606745,3.57,14.274509,1.2642338,0.7269800000000001,,0.09672,0.00922,1.97,47384692.0,,,476165013504.0,244546994176.0,76442001408.0,115.95700000000001,25.0,50.96,65.0,50.35,50.0,30.0,buy,2.2,18.500999999999998,58319000000.0,,,0.26841,1.4469999999999998,-42872999936.0,0.0,0.22117001,0.0
WELL,EQUITY,Welltower Inc.,Welltower Inc.,NYQ,America/New_York,USD,Real Estate,REIT—Healthcare Facilities,423.0,"Welltower Inc. (NYSE:WELL), an S&P 500 company headquartered in Toledo, Ohio, is driving the transformation of health care infrastructure. The Company invests with leading seniors housing operators, post-acute providers and health systems to fund the real estate infrastructure needed to scale innovative care delivery models and improve people's wellness and overall health care experience. WelltowerÂ, a real estate investment trust (""REIT""), owns interests in properties concentrated in major, high-growth markets in the United States, Canada and the United Kingdom, consisting of seniors housing and post-acute communities and outpatient medical properties.",United States,OH,Toledo,419-247-2800,http://www.welltower.com,4500 Dorr Street,59.38,89.8,11.07,35718922240.0,51757551616.0,37.84,1884096.0,421743066.0,417520992.0,11.892999999999999,1.051102,48.82991,1.7519999999999998,8.207578999999999,0.97,88.19588,2.2608352000000003,0.97239995,80.968,0.03873,0.0130900005,6.16,11840336.0,,30.781999999999996,513601984.0,13961466880.0,4351944192.0,1.215,20.0,85.55,100.0,89.35,92.0,68.0,buy,2.1,10.429,1983500000.0,1147095552.0,1681442944.0,0.15729,-0.04,1192052992.0,0.41092998,0.13491,0.38636002
WST,EQUITY,"West Pharmaceutical Services, I","West Pharmaceutical Services, Inc.",NYQ,America/New_York,USD,Healthcare,Medical Instruments & Supplies,9200.0,"West Pharmaceutical Services, Inc. designs and produces containment and delivery systems for injectable drugs and healthcare products in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Proprietary Products and Contract-Manufactured Products. The Proprietary Products segment offers stoppers and seals for injectable packaging systems; syringe and cartridge components, including custom solutions for the needs of injectable drug applications, as well as administration systems that enhance the safe delivery of drugs through advanced reconstitution, mixing, and transfer technologies; and films, coatings, washing, and vision inspection and sterilization processes and services to enhance the quality of packaging components. It also provides drug containment solutions, including Crystal Zenith, a cyclic olefin polymer in the form of vials, syringes, and cartridges; and self-injection devices, as well as a range of integrated solutions, including analytical lab services, pre-approval primary packaging support and engineering development, regulatory expertise, and after-sales technical support. This segment serves biologic, generic, and pharmaceutical drug companies. The Contract-Manufactured Products segment is involved in the design, manufacture, and automated assembly of devices used in surgical, diagnostic, ophthalmic, injectable, and other drug delivery systems, as well as consumer products. It serves pharmaceutical, diagnostic, and medical device companies. The company distributes its products through its sales force and distribution network, as well as contract sales agents and regional distributors. West Pharmaceutical Services, Inc. was incorporated in 1923 and is headquartered in Exton, Pennsylvania.",United States,PA,Exton,610 594 2900,http://www.westpharma.com,530 Herman O. West Drive,253.86,475.35,2.17,30947631104.0,33559781376.0,24.783,355396.0,73493044.0,73823696.0,13.304,1.003275,75.28915400000001,5.568,12.268634,7.79,53.81386,16.915224,0.95939004,15.714,0.28535998,0.14488,2.51,787255.0,,45.84,576200000.0,319400000.0,2522500096.0,7.789,5.0,419.21,475.0,423.0,415.0,375.0,buy,2.0,34.088,767800000.0,176912496.0,732099968.0,0.24472,0.373,500400000.0,0.39354,0.20583001,0.29023000000000004
WDC,EQUITY,Western Digital Corporation,Western Digital Corporation,NMS,America/New_York,USD,Technology,Computer Hardware,63800.0,"Western Digital Corporation develops, manufactures, and sells data storage devices and solutions. It offers client devices, including hard disk drives (HDDs) and solid state drives (SSDs) for computing devices, such as desktop and notebook personal computers (PCs), smart video systems, gaming consoles, and set top boxes; flash-based embedded storage products for mobile phones, tablets, notebook PCs, and other portable and wearable devices, as well as automotive, Internet of Things, industrial, and connected home applications; flash-based memory wafers; and embedded storage solutions and flash products. The company also provides data center devices and solutions comprising enterprise helium hard drives; enterprise SSDs consisting of flash-based SSDs and software solutions for use in enterprise servers, online transactions, data analysis, and other enterprise applications; data center solutions, including HDDs and drive configurations for use in data storage systems and tiered storage models; and data storage platforms and systems. In addition, it offers client solutions, such as external HDD storage products in mobile and desktop form; client SSDs; removable cards that are used in consumer devices comprising mobile phones, tablets, imaging systems, and still and action video cameras; universal serial bus flash drives for use in the computing and consumer markets; and wireless drive products used in-field back up of created content, as well as wireless streaming of high-definition movies, photos, music, and documents to tablets, smartphones, and PCs. The company sells its products under the G-Technology, SanDisk, and WD brands to original equipment manufacturers, distributors, resellers, and retailers. It operates in the United States, China, Hong Kong, Europe, the Middle East, Africa, rest of Asia, and internationally. Western Digital Corporation was founded in 1970 and is headquartered in San Jose, California.",United States,CA,San Jose,408 717 6000,http://www.westerndigital.com,5601 Great Oaks Parkway,41.8,78.19,0.13,18558793728.0,27750797312.0,32.513000000000005,3797060.0,305224010.0,306452992.0,1.704,1.600543,52.983380000000004,1.143,1.1393452,8.92,6.789238,1.8626395,0.81428003,93.135,0.036160000000000005,0.017719999,0.97,5391934.0,,13.470999999999998,2734000128.0,9265999872.0,16289000448.0,8.921,26.0,60.56,140.0,92.88,91.5,66.0,buy,2.2,53.715,3781000000.0,186124992.0,2060000000.0,0.044320002000000004,-0.009000000000000001,1076000000.0,0.24489,0.021300001000000002,0.12646
WU,EQUITY,Western Union Company (The),The Western Union Company,NYQ,America/New_York,USD,Financial Services,Credit Services,11000.0,"The Western Union Company provides money movement and payment services worldwide. It operates in two segments, Consumer-to-Consumer and Business Solutions. The Consumer-to-Consumer segment facilitates money transfers between two consumers, primarily through a network of third-party agents and sub-agents. This segment offers international cross-border transfers and intra-country transfers, as well as money transfer transactions through websites and mobile devices. The Business Solutions segment provides payment and foreign exchange solutions, primarily cross-border and cross-currency transactions for small and medium size enterprises, other organizations, and individuals; and foreign currency forward and option contracts. The company also offers bill payment services that facilitates payments from consumers to businesses and other organizations, as well as offers money order and other services. It serves primarily through a network of agents. The Western Union Company was founded in 1851 and is headquartered in Denver, Colorado.",United States,CO,Denver,866-405-5012,http://www.westernunion.com,7001 East Belleview Avenue,17.1,26.61,1.14,7477033984.0,10155824128.0,0.534,4490617.0,403930430.0,409252000.0,2.019,1.007096,10.093924000000001,1.81,1.4864879,2.29,7.978166000000001,34.213485999999996,1.03894,1046.734,7.609210000000001,0.07132000000000001,10.01,33815368.0,,8.267999999999999,1061400000.0,2996800000.0,5030000128.0,2.612,14.0,18.27,32.0,26.5,27.0,21.0,hold,2.8,12.235,2013000000.0,592287488.0,1228300032.0,0.2006,0.157,879200000.0,0.41568999999999995,0.16103001,0.24419000000000002
WRK,EQUITY,Westrock Company,WestRock Company,NYQ,America/New_York,USD,Consumer Cyclical,Packaging & Containers,,"WestRock Company manufactures and sells paper and packaging solutions in North America, South America, Europe, Asia, and Australia. The company operates through Corrugated Packaging and Consumer Packaging segments. The Corrugated Packaging segment produces containerboards, corrugated sheets, corrugated packaging, and preprinted linerboards for sale to consumer and industrial products manufacturers, and corrugated box manufacturers. It also provides structural and graphic design, engineering services and custom, and automated packaging machines; offers a machinery solution that creates pouches to replace single-use plastics, including bubble mailers; distributes corrugated packaging materials and other specialty packaging products, including stretch films, void fills, carton sealing tapes, and other specialty tapes; operates recycling facilities that collect, sort, grade, and bale recovered paper; and provides lithographic laminated packaging products, as well as contract packing services. The Consumer Packaging segment manufactures and sells folding cartons that are used to package food, paper, beverages, dairy products, tobacco, confectionery, health and beauty, other household consumer, and commercial and industrial products; and express mail packages for the overnight courier industry. It also offers inserts and labels, as well as rigid packaging and other printed packaging products, such as transaction cards, brochures, product literature, marketing materials, and grower tags and plant stakes for the horticultural market; and secondary packages and paperboard packaging for over-the-counter and prescription drugs. In addition, this segment manufactures and sells solid fiber and corrugated partitions, and die-cut paperboard components principally to glass container manufacturers, producers of beer, food, wine, spirits, cosmetics and pharmaceuticals, and the automotive industry. WestRock Company is based in Atlanta, Georgia.",United States,GA,Atlanta,770 448 2193,http://www.westrock.com,1000 Abernathy Road NE,40.042,62.03,0.63,12912332800.0,23546712064.0,41.637,1624659.0,261871787.0,263516992.0,1.3419999999999999,1.2739129999999999,,-2.608,0.735867,4.64,10.560345,1.1768379,0.8567799999999999,87.586,-0.0627,0.025559999,1.76,2963075.0,,8.868,334000000.0,9697699840.0,17547100160.0,1.255,14.0,49.0,81.0,63.07,64.5,45.0,buy,2.1,67.025,3196800000.0,1634237440.0,2655269888.0,0.06985,-0.002,2323500032.0,0.17899,-0.04063,0.15132
WY,EQUITY,Weyerhaeuser Company,Weyerhaeuser Company,NYQ,America/New_York,USD,Real Estate,REIT—Specialty,9400.0,"Weyerhaeuser Company, one of the world's largest private owners of timberlands, began operations in 1900. We own or control approximately 11 million acres of timberlands in the U.S. and manage additional timberlands under long-term licenses in Canada. We manage these timberlands on a sustainable basis in compliance with internationally recognized forestry standards. We are also one of the largest manufacturers of wood products in North America. Our company is a real estate investment trust. In 2020, we generated $7.5 billion in net sales and employed approximately 9,400 people who serve customers worldwide. We are listed on the Dow Jones Sustainability North America Index. Our common stock trades on the New York Stock Exchange under the symbol WY.",United States,WA,Seattle,206-539-3000,http://www.weyerhaeuser.com,220 Occidental Avenue South,28.25,41.68,2.12,27668508672.0,29393539072.0,12.458,3596781.0,747864553.0,749214976.0,2.992,1.8661580000000002,20.782217000000003,1.777,2.8167067,1.75,21.102857999999998,2.9643602000000002,0.84995,50.702,0.24555999,0.12836,2.14,10659103.0,,7.404,1776999936.0,5272999936.0,9822999552.0,2.37,9.0,36.93,45.0,40.5,41.0,37.0,buy,1.9,13.127,2085000000.0,1540999936.0,3969999872.0,0.35631,0.9279999999999999,3057999872.0,0.41006002,0.23252001,0.40415
WHR,EQUITY,Whirlpool Corporation,Whirlpool Corporation,NYQ,America/New_York,USD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",78000.0,"Whirlpool Corporation manufactures and markets home appliances and related products. It operates through four segments: North America; Europe, Middle East and Africa; Latin America; and Asia. The company's principal products include refrigerators, freezers, ice makers, and refrigerator water filters; laundry appliances and related laundry accessories; cooking and other small domestic appliances; and dishwasher appliances and related accessories, as well as mixers. It markets and distributes its products primarily under the Whirlpool, Maytag, KitchenAid, JennAir, Amana, Roper, Affresh, Gladiator, Swash, everydrop, Speed Queen, Hotpoint, Bauknecht, Indesit, Ignis, Privileg, Consul, Eslabon de Lujo, Brastemp, Acros, Ariston, Diqua, and Royalstar brands. The company sells its products to retailers, distributors, dealers, builders, and other manufacturers, as well as directly to consumers. Whirlpool Corporation was founded in 1911 and is headquartered in Benton Harbor, Michigan.",United States,MI,Benton Harbor,269 923 5000,http://www.whirlpoolcorp.com,2000 North M-63,171.33,257.68,1.06,14539599872.0,15763573760.0,67.016,615026.0,62411924.0,62624800.0,0.7240000000000001,1.8137560000000001,10.830845,21.436,0.66784257,23.16,10.024611,3.4643964999999994,0.94609,120.62899999999999,0.42663999999999996,0.08595,12.1,5756464.0,,4.888999999999999,2968000000.0,6134000128.0,21770999808.0,47.333999999999996,5.0,232.17,300.0,259.2,250.0,222.0,hold,2.6,346.121,3850000000.0,2142749952.0,3224000000.0,0.12240999999999999,0.317,2891000064.0,0.21864,0.08778,0.14809
WMB,EQUITY,"Williams Companies, Inc. (The)","The Williams Companies, Inc.",NYQ,America/New_York,USD,Energy,Oil & Gas Midstream,4739.0,"The Williams Companies, Inc., together with its subsidiaries, operates as an energy infrastructure company primarily in the United States. It operates through Transmission & Gulf of Mexico, Northeast G&P, and West segments. The Transmission & Gulf of Mexico segment comprises Transco and Northwest natural gas pipelines; and natural gas gathering and processing, and crude oil production handling and transportation assets in the Gulf Coast region. The Northeast G&P segment engages in the midstream gathering, processing, and fractionation activities in the Marcellus Shale region primarily in Pennsylvania and New York, and the Utica Shale region of eastern Ohio. The West segment comprises gas gathering, processing, and treating operations in the Rocky Mountain region of Colorado and Wyoming, the Barnett Shale region of north-central Texas, the Eagle Ford Shale region of South Texas, the Haynesville Shale region of northwest Louisiana, and the Mid-Continent region, which includes the Anadarko, Arkoma, and Permian basins; and natural gas liquid (NGL) and natural gas marketing operations, as well as storage facilities. The company owns and operates 30,000 miles of pipelines, 34 processing facilities, 9 fractionation facilities, and approximately 23 million barrels of NGL storage capacity. The Williams Companies, Inc. was founded in 1908 and is headquartered in Tulsa, Oklahoma.",United States,OK,Tulsa,918-573-2000,http://www.williams.com,One Williams Center,19.57,29.89,4.22,34790723584.0,59228635136.0,9.61,8301940.0,1211933582.0,1214759936.0,6.64,1.46455,30.21097,0.948,3.9003050000000004,1.23,23.284551999999998,2.980229,0.8572200000000001,162.874,0.08247,0.03687,2.99,23790275.0,,13.331,1200999936.0,23234000896.0,8920000512.0,0.9890000000000001,22.0,28.64,32.0,29.05,29.0,27.0,buy,1.9,7.345,4780000000.0,1020249984.0,4442999808.0,0.30045,0.282,3537999872.0,0.55224,0.12947999999999998,0.49808997
WLTW,EQUITY,Willis Towers Watson Public Lim,Willis Towers Watson Public Limited Company,NMS,America/New_York,USD,Financial Services,Insurance Brokers,46000.0,"Willis Towers Watson Public Limited Company operates as an advisory, broking, and solutions company worldwide. The company's Human Capital and Benefits segment offers actuarial support, plan design, and administrative services for traditional pension and retirement savings plans; plan management consulting, broking, and administration services for health and group benefit programs; and benefits outsourcing services. It also provides advice, data, software, and products to address clients' total rewards and talent issues. Its Corporate Risk and Broking segment offers risk advice, insurance brokerage, and consulting services in the areas of property and casualty, aerospace, construction, and marine. The company's Investment, Risk and Reinsurance segment offers investment consulting and discretionary management services to insurance and reinsurance companies; insurance consulting and technology, risk and capital management, pricing and predictive modeling, financial and regulatory reporting, financial and capital modeling, merger and acquisition, outsourcing, and business management services; wholesale insurance broking services to retail and wholesale brokers; and underwriting and capital management, capital market, and advisory and brokerage services. Its Benefits Delivery and Administration segment provides primary medical and ancillary benefit exchange, and outsourcing services to active employees and retirees in the group and individual markets. This segment delivers healthcare and reimbursement accounts, including health savings accounts, health reimbursement arrangements, flexible spending accounts, and other consumer-directed accounts. The company was formerly known as Willis Group Holdings Public Limited Company and changed its name to Willis Towers Watson Public Limited Company in January 2016. Willis Towers Watson Public Limited Company was founded in 1828 and is based in London, the United Kingdom.",United Kingdom,,London,44 20 3124 6000,http://www.willistowerswatson.com,51 Lime Street,197.63,271.87,2.31,29782079488.0,33878999040.0,89.367,1763201.0,128391198.0,128977000.0,3.575,0.81576,21.106949,10.94,3.1428957000000004,13.63,16.941305,2.5838400000000004,1.00035,52.765,0.1314,0.02935,5.53,5652452.0,,14.14,1960000000.0,6106999808.0,9475999744.0,15.197000000000001,11.0,230.91,290.0,249.64,244.0,220.0,buy,2.3,72.892,4149000000.0,1922375040.0,2396000000.0,0.18921,0.05,1623000064.0,0.43730998,0.15027000000000001,0.25285
WYNN,EQUITY,"Wynn Resorts, Limited","Wynn Resorts, Limited",NMS,America/New_York,USD,Consumer Cyclical,Resorts & Casinos,27500.0,"Wynn Resorts, Limited designs, develops, and operates integrated resorts. Its Wynn Palace segment operates 424,000 square feet of casino space with 323 table games, 1,066 slot machines, private gaming salons, and sky casinos; a luxury hotel tower with 1,706 guest rooms, suites, and villas, including a health club, spa, salon, and pool; 14 food and beverage outlets; 107,000 square feet of retail space; 37,000 square feet of meeting and convention space; and performance lake and floral art displays. Its Wynn Macau segment operates 252,000 square feet of casino space with 331 table games, 896 slot machines, private gaming salons, sky casinos, and a poker room; two luxury hotel towers with 1,010 guest rooms and suites that include two health clubs, two spas, a salon, and a pool; 12 food and beverage outlets; 59,000 square feet of retail space; 31,000 square feet of meeting and convention space; and Chinese zodiac-inspired ceiling attractions. Its Las Vegas Operations segment operates 194,000 square feet of casino space with 209 table games, 1,737 slot machines, private gaming salons, a sky casino, a poker room, and a race and sports book; two luxury hotel towers with 4,748 guest rooms, suites, and villas, including swimming pools, private cabanas, two full service spas and salons, and a wedding chapel; 31 food and beverage outlets; 513,000 square feet of meeting and convention space; 152,000 square feet of retail space; and two theaters, three nightclubs and a beach club. Its Encore Boston Harbor segment operates 208,000 square feet of casino space with 198 table games, 1,890 slot machines, gaming areas, and a poker room; a luxury hotel tower with 671 guest rooms and suites, including a spa and salon; 16 food and beverage outlets and a nightclub; 8,000 square feet of retail space; 71,000 square feet of meeting and convention space; and a waterfront park, floral displays, and water shuttle service. The company was founded in 2002 and is based in Las Vegas, Nevada.",United States,NV,Las Vegas,702-770-7555,http://www.wynnresorts.com,3131 Las Vegas Boulevard South,78.55,143.88,0.17,10935967744.0,18655772672.0,2.037,4857776.0,104050339.0,115658000.0,6.702999999999999,2.4433860000000003,,-18.05,3.9292192000000004,1.48,63.47973,46.121746,0.69619006,,,-0.026919997999999997,1.25,6615463.0,,154.101,2802715904.0,12040384512.0,2783241984.0,24.426,12.0,93.95,140.0,122.75,121.0,104.0,buy,2.1,25.349,880142000.0,-443780512.0,121062000.0,-0.21591999,10.554,-691244992.0,0.56235003,-0.5173800000000001,0.0435
XEL,EQUITY,Xcel Energy Inc.,Xcel Energy Inc.,NMS,America/New_York,USD,Utilities,Utilities—Regulated Electric,11367.0,"Xcel Energy Inc., through its subsidiaries, generates, purchases, transmits, distributes, and sells electricity. It operates through Regulated Electric Utility, Regulated Natural Gas Utility, and All Other segments. The company generates electricity through coal, nuclear, natural gas, hydroelectric, solar, biomass, oil, wood/refuse, and wind energy sources. It also purchases, transports, distributes, and sells natural gas to retail customers, as well as transports customer-owned natural gas. In addition, the company develops and leases natural gas pipelines, and storage and compression facilities; and invests in rental housing projects, as well as procures equipment for the construction of renewable generation facilities. It serves residential, commercial, and industrial customers in the portions of Colorado, Michigan, Minnesota, New Mexico, North Dakota, South Dakota, Texas, and Wisconsin. The company sells electricity to approximately 3.7 million customers; and natural gas to approximately 2.1 million customers. Xcel Energy Inc. was incorporated in 1909 and is headquartered in Minneapolis, Minnesota.",United States,MN,Minneapolis,612-330-5500,http://www.xcelenergy.com,414 Nicollet Mall,57.23,74.8,3.75,33977006080.0,57926504448.0,27.32,3365026.0,537695180.0,538206976.0,4.448,0.351688,21.776476000000002,2.8989999999999996,2.609,3.17,19.914825,2.3107615000000004,0.78462,163.635,0.10847000000000001,0.024659999999999998,1.55,6852675.0,,13.147,695000000.0,24824999936.0,13022999552.0,1.29,14.0,63.13,80.0,72.29,72.0,68.0,hold,2.9,24.263,4914000000.0,-2596750080.0,4406000128.0,0.16847,0.09,2252999936.0,0.39736998,0.12055999999999999,0.33832002
