,200DayMovingAverage,50DayMovingAverage,52WeekHigh,52WeekLow,Address,AnalystTargetPrice,AssetType,Beta,BookValue,CIK,Country,Currency,Description,DilutedEPSTTM,DividendDate,DividendPerShare,DividendYield,EBITDA,EPS,EVToEBITDA,EVToRevenue,ExDividendDate,Exchange,FiscalYearEnd,ForwardPE,GrossProfitTTM,Industry,Information,LatestQuarter,MarketCapitalization,Name,Note,OperatingMarginTTM,PEGRatio,PERatio,PriceToBookRatio,PriceToSalesRatioTTM,ProfitMargin,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenuePerShareTTM,RevenueTTM,Sector,SharesOutstanding,Symbol,TrailingPE
100,52.02,59.41,65.53,30.57,"4 PARKWAY NORTH, SUITE 400, DEERFIELD, IL, US",68.06,Common Stock,1.064,13.72,1324404,USA,USD,"CF Industries Holdings, Inc. is a North American manufacturer and distributor of agricultural fertilizers, based in Deerfield, Illinois.",1.38,2021-11-30,1.2,0.0189,2072000000,1.38,10.28,3.267,2021-11-12,NYSE,December,10.46,827000000,AGRICULTURAL CHEMICALS,,2021-09-30,13848651000,CF Industries Holdings Inc,,0.234,0.463,46.79,4.657,2.715,0.0586,0.287,0.608,0.0629,0.0938,23.71,5100000000,LIFE SCIENCES,214475000,CF,46.79
110,385.92,415.75,448.98,312.5,"6800 CINTAS BLVD, P O BOX 625737, CINCINNATI, OH, US",423.33,Common Stock,1.465,32.03,723254,USA,USD,"Cintas Corporation is an American corporation headquartered in Cincinnati, Ohio, which provides a range of products and services to businesses including uniforms, mats, mops, cleaning and restroom supplies, first aid and safety products, fire extinguishers and testing, and safety courses.",10.56,2021-12-15,5.96,0.0138,1718322000,10.56,26.14,6.55,2021-11-12,NASDAQ,May,40.65,3314651000,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",,2021-08-31,45353714000,Cintas Corporation,,0.198,4.476,41.52,13.56,6.24,0.157,0.119,0.086,0.113,0.33,69.42,7266715000,MANUFACTURING,103408000,CTAS,41.52
111,54.95,55.83,59.87,39.61,"170 WEST TASMAN DR, SAN JOSE, CA, US",62.82,Common Stock,0.899,9.79,858877,USA,USD,"Cisco Systems, Inc. is an American multinational technology conglomerate headquartered in San Jose, California, in the center of Silicon Valley. Cisco develops, manufactures and sells networking hardware, software, telecommunications equipment and other high-technology services and products. Through its numerous acquired subsidiaries, such as OpenDNS, Webex, Jabber and Jasper, Cisco specializes in specific tech markets, such as the Internet of Things (IoT), domain security and energy management. On January 25, 2021, Cisco reincorporated in Delaware.",2.5,2021-10-27,1.46,0.0257,15495999000,2.5,14.55,4.545,2021-10-04,NASDAQ,July,16.47,31894000000,COMPUTER COMMUNICATIONS EQUIPMENT,,2021-07-31,240172941000,Cisco Systems Inc,,0.276,2.936,22.78,5.8,4.821,0.213,0.137,0.08,0.0894,0.268,11.8,49818001000,TECHNOLOGY,4217630000,CSCO,22.78
112,71.59,70.52,79.12,48.01,"388 GREENWICH STREET, NEW YORK, NY, US",84.96,Common Stock,1.83,92.17,831001,USA,USD,"Citigroup Inc. is an American multinational investment bank and financial services corporation headquartered in New York City. The company was formed by the merger of banking giant Citicorp and financial conglomerate Travelers Group in 1998; Travelers was subsequently spun off from the company in 2002. Citigroup owns Citicorp, the holding company for Citibank, as well as several international subsidiaries. Citigroup is incorporated in Delaware.",10.56,2021-11-24,2.04,0.0296,None,10.56,-,-,2021-10-29,NYSE,December,8.58,58369000000,NATIONAL COMMERCIAL BANKS,,2021-09-30,136180441000,Citigroup Inc,,0.384,0.759,6.5,0.747,1.807,0.306,0.584,0.163,0.0101,0.117,36.64,75378999000,FINANCE,1984270000,C,6.5
113,46.26,48.18,50.57,30.61,"870 WESTMINSTER ST, 1 CITIZENS PLZ THIRD FL, PROVIDENCE, RI, US",54.41,Common Stock,1.633,50.23,759944,USA,USD,"Citizens Financial Group, Inc. is an American bank headquartered in Providence, Rhode Island.",4.98,2021-11-12,1.56,0.0318,None,4.98,-,-,2021-10-28,NYSE,December,11.56,5289000000,STATE COMMERCIAL BANKS,,2021-09-30,21037232000,Citizens Financial Group Inc,,0.415,0.94,9.91,0.978,3.051,0.326,0.743,0.241,0.0123,0.0978,16.18,6896000000,FINANCE,426200000,CFG,9.91
114,109.1,98.62,143.83,87.23,"851 WEST CYPRESS CREEK ROAD, FORT  LAUDERDALE, FL, US",105.6,Common Stock,-0.0265,3.208,877890,USA,USD,"Citrix Systems, Inc. is an American multinational software company that provides server, application and desktop virtualization, networking, software as a service (SaaS), and cloud computing technologies.",2.518,2021-12-21,1.46,0.0167,621353000,2.518,21.34,4.394,2021-12-06,NASDAQ,December,16.08,2770936000,SERVICES-PREPACKAGED SOFTWARE,,2021-09-30,11185159000,Citrix Systems Inc,,0.136,3.803,35.62,27.26,3.522,0.0997,-0.474,0.015,0.0485,1.352,25.69,3175978000,TECHNOLOGY,124723000,CTXS,35.62
124,61.03,72.75,77.51,35.31,"925 N. ELDRIDGE PARKWAY, HOUSTON, TX, US",86.74,Common Stock,1.625,33.45,1163165,USA,USD,"ConocoPhillips is an American multinational corporation engaged in hydrocarbon exploration. It is based in the Energy Corridor district of Houston, Texas.",3.687,2021-12-01,1.72,0.0238,14776001000,3.687,6.74,2.842,2021-10-27,NYSE,December,9.68,6794000000,PETROLEUM REFINING,,2021-09-30,94773158000,ConocoPhillips,,0.19,9.68,19.49,2.157,2.576,0.127,5.46,1.616,0.0579,0.125,29.11,36785000000,ENERGY & TRANSPORTATION,1318950000,COP,19.49
125,75.55,75.03,79.71,64.27,"4 IRVING PLACE, NEW YORK, NY, US",73.74,Common Stock,0.19,56.6,1047862,USA,USD,"Consolidated Edison, Inc., commonly known as Con Edison (stylized as conEdison) or ConEd, is one of the largest investor-owned energy companies in the United States, with approximately $12 billion in annual revenues as of 2017, and over $48 billion in assets. The company provides a wide range of energy-related products and services to its customers through its subsidiaries.",3.376,2021-12-15,3.105,0.04,4513000000,3.376,12.68,3.9,2021-11-16,NYSE,December,17.15,7163000000,ELECTRIC & OTHER SERVICES COMBINED,,2021-09-30,27252822000,Consolidated Edison Inc,,0.19,3.65,22.82,1.37,2.061,0.0881,0.034,0.084,0.0256,0.054,38.4,13221000000,ENERGY & TRANSPORTATION,353749000,ED,22.82
126,223.96,217.26,243.06,197.47,"207 HIGH POINT DRIVE, BUILDING 100, VICTOR, NY, US",262.55,Common Stock,1.152,59.57,16918,USA,USD,"Constellation Brands, Inc., headquartered in Victor, New York, is an American producer and marketer of beer, wine, and spirits.",3.872,2021-11-19,3.02,0.0134,3252800000,3.872,27.93,5.94,2021-11-04,NYSE,February,18.18,4574300000,BEVERAGES,,2021-08-31,42436256000,Constellation Brands Inc,,0.334,2.714,58.47,3.73,4.829,0.0862,-0.997,0.049,0.0708,0.0678,45.52,8788700000,MANUFACTURING,164264000,STZ,58.47
127,412.19,416.45,463.59,324.29,"6101 BOLLINGER CANYON ROAD, SUITE 500, SAN RAMON, CA, UNITED STATES",477.25,Common Stock,0.825,137.91,711404,USA,USD,"The Cooper Companies, Inc., branded as CooperCompanies, is a global medical device company headquartered in San Ramon, California.",58.68,2021-08-11,0.06,0.0001,924900000,58.68,27.63,7.74,2021-07-26,NYSE,October,28.82,1624900000,OPHTHALMIC GOODS,,2021-07-31,20502616000,The Cooper Companies Inc,,0.216,2.483,7.09,2.985,7.21,1.025,10.04,0.32,0.0471,0.553,57.85,2845000000,LIFE SCIENCES,49304100,COO,7.09
128,138.31,147.34,158.11,101.92,"14185 DALLAS PARKWAY, SUITE 300, DALLAS, TX, US",156.75,Common Stock,1.042,14.89,900075,USA,USD,"Copart, Inc. or simply Copart is a global provider of online vehicle auction and remarketing services to automotive resellers such as insurance, rental car, fleet and finance companies in 11 countries: the US, Canada, the UK, Germany, Ireland, Brazil, Spain, Dubai, Bahrain, Oman and Finland.",3.9,None,None,0,1248826000,3.9,28.11,13.21,None,NASDAQ,July,37.59,1377451000,RETAIL-AUTO DEALERS & GASOLINE STATIONS,,2021-07-31,37015433000,Copart Inc,,0.422,1.14,40.02,10.23,13.75,0.348,0.55,0.424,0.177,0.311,11.4,2692511000,TRADE & SERVICES,237134000,CPRT,40.02
129,40.39,37.32,46.0,33.98,"ONE RIVERFRONT PLAZA, CORNING, NY, US",44.54,Common Stock,1.105,14.51,24741,USA,USD,"Corning Incorporated is an American multinational technology company that specializes in specialty glass, ceramics, and related materials and technologies including advanced optics, primarily for industrial and scientific applications.",1.004,2021-12-17,0.94,0.0246,3766000000,1.004,9.69,2.779,2021-11-10,NYSE,December,16.39,3974000000,DRAWING & INSULATING OF NONFERROUS WIRE,,2021-09-30,33090896000,Corning Incorporated,,0.165,0.924,38.62,2.688,2.406,0.121,-0.105,0.205,0.0474,0.133,17.05,13756000000,MANUFACTURING,853408000,GLW,38.62
139,145.09,150.59,159.49,103.03,"1000 DARDEN CENTER DRIVE, ORLANDO, FL, US",169.65,Common Stock,1.446,21.17,940944,USA,USD,"Darden Restaurants, Inc. is an American multi-brand restaurant operator headquartered in Orlando.",6.25,2021-11-01,2.65,0.0175,1206400000,6.25,19.42,2.967,2021-10-07,NYSE,May,20.08,1493500000,RETAIL-EATING PLACES,,2021-08-31,19500196000,Darden Restaurants Inc,,0.11,1.593,24.04,7.15,2.445,0.103,5.48,0.51,0.0541,0.323,61.12,7974700000,TRADE & SERVICES,129785000,DRI,24.04
140,120.89,112.47,134.47,98.55,"2000 16TH STREET, DENVER, CO, US",125.67,Common Stock,1.191,11.14,927066,USA,USD,DaVita Inc. provides kidney dialysis services through a network of outpatient dialysis centers in the United States.,8.56,None,None,0,2433944000,8.56,8.81,1.881,None,NYSE,December,12.74,3561991000,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",,2021-09-30,10782039000,DaVita Inc,,0.153,0.976,12.36,9.41,0.931,0.0833,0.844,0.005,0.0637,0.419,107.35,11580152000,LIFE SCIENCES,101900000,DVA,12.36
141,357.09,344.65,398.13,247.84,"ONE JOHN DEERE PLACE, MOLINE, IL, US",399.48,Common Stock,1.09,50.73,315189,USA,USD,"John Deere is the brand name of Deere & Company, an American corporation that manufactures agricultural, construction, and forestry machinery, diesel engines, drivetrains (axles, transmissions, gearboxes) used in heavy equipment, and lawn care equipment.",17.23,2021-11-08,3.32,0.0093,8846000000,17.23,16.41,3.562,2021-09-29,NYSE,October,16.21,8955000000,FARM MACHINERY & EQUIPMENT,,2021-07-31,110787895000,Deere & Company,,0.188,1.117,20.73,7.02,2.613,0.128,1.07,0.289,0.0632,0.38,135.54,42402001000,TECHNOLOGY,310061000,DE,20.73
142,42.71,42.15,51.82,36.66,"POST OFFICE BOX 20706, 1030 DELTA BOULEVARD, ATLANTA, GA, UNITED STATES",53.79,Common Stock,1.299,4.086,27904,USA,USD,"Delta Air Lines, Inc., typically referred to as Delta, is one of the major airlines of the United States and a legacy carrier. It is headquartered in Atlanta, Georgia.",-0.112,2020-03-12,0.003,0.0001,3087000000,-0.112,45.87,2,2020-02-19,NYSE,December,10.47,-3905000000,"AIR TRANSPORTATION, SCHEDULED",,2021-09-30,27034194000,Delta Air Lines Inc,,-0.174,23.16,None,10.67,1.108,-0.0028,0.203,1.99,-0.035,-0.0225,38.37,24402000000,ENERGY & TRANSPORTATION,640014000,DAL,-
143,62.22,57.54,69.29,46.65,"SUSQUEHANNA COMMERCE CENTER, 221 W. PHILADELPHIA STREET, YORK, PA, US",70.08,Common Stock,0.881,23.43,818479,USA,USD,Dentsply Sirona is an American dental equipment manufacturer and dental consumables producer that markets its products in over 120 countries.,1.902,2021-10-08,0.42,0.0077,995000000,1.902,14.55,3.261,2021-09-23,NASDAQ,December,17.09,1701000000,DENTAL EQUIPMENT & SUPPLIES,,2021-09-30,12008083000,DENTSPLY SIRONA Inc,,0.152,18.91,28.88,2.325,2.829,0.0985,0.938,0.194,0.0445,0.0846,19.42,4245000000,LIFE SCIENCES,218607000,XRAY,28.88
153,100.99,102.05,120.37,84.26,"500 VOLVO PARKWAY, N/A, CHESAPEAKE, VA, US",106.33,Common Stock,0.808,31.18,935703,USA,USD,"Dollar Tree is an American chain of discount variety stores that sells items for $1 or less, headquartered in Chesapeake, Virginia.",6.35,None,None,0,2868000000,6.35,12.45,1.339,None,NASDAQ,February,17.61,7824600000,RETAIL-VARIETY STORES,,2021-05-31,25433049000,Dollar Tree Inc,,0.0841,1.746,17.81,3.643,0.987,0.0578,0.118,0.01,0.0659,0.215,110.45,25767801000,TRADE & SERVICES,224912000,DLTR,17.81
154,76.18,74.58,83.41,66.75,"120 TREDEGAR STREET, RICHMOND, VA, US",83.78,Common Stock,0.403,30.27,715957,USA,USD,"Dominion Energy, Inc., commonly referred to as Dominion, is an American power and energy company headquartered in Richmond, Virginia that supplies electricity in parts of Virginia, North Carolina, and South Carolina and supplies natural gas to parts of Utah, West Virginia, Ohio, Pennsylvania, North Carolina, South Carolina, and Georgia. Dominion also has generation facilities in Indiana, Illinois, Connecticut, and Rhode Island.",3.171,2021-12-20,2.52,0.0336,6032000000,3.171,14.92,7.68,2021-12-02,NYSE,December,18.21,7399000000,ELECTRIC SERVICES,,2021-09-30,60532519000,Dominion Energy Inc,,0.244,2.567,23.57,2.48,4.449,0.193,0.935,-0.119,0.0203,0.0964,16.83,13605000000,ENERGY & TRANSPORTATION,809908000,D,23.57
155,477.13,480.78,542.57,317.62,"30 FRANK LLOYD WRIGHT DRIVE, ANN ARBOR, MI, UNITED STATES",522.61,Common Stock,0.534,-71.78,1286681,USA,USD,"Domino's Pizza, Inc., branded as Domino's, is an American multinational pizza restaurant chain founded in 1960. The corporation is headquartered at the Domino's Farms Office Park in Ann Arbor, Michigan.",12.4,2021-12-30,3.44,0.0068,830555000,12.4,26.77,5.36,2021-12-14,NYSE,December,33.11,1132255000,WHOLESALE-GROCERIES & RELATED PRODUCTS,,2021-09-30,18663741000,Domino's Pizza Inc,,0.181,2.857,41.38,-,4.3,0.112,0.301,0.031,0.296,-99999.99,112.4,4340456000,TRADE & SERVICES,36360300,DPZ,41.38
156,160.36,164.97,176.65,114.71,"3005 HIGHLAND PARKWAY, SUITE 200, DOWNERS GROVE, IL, US",186.08,Common Stock,1.373,27.03,29905,USA,USD,"Dover Corporation is an American conglomerate manufacturer of industrial products. Founded in 1955 in New York City, Dover is now based in Downers Grove, Illinois.",6.49,2021-12-14,1.985,0.0116,1580123000,6.49,17.28,3.503,2021-11-29,NYSE,December,20.7,2492914000,"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP",,2021-09-30,24889246000,Dover Corporation,,0.167,1.689,26.64,6.33,3.233,0.122,0.312,0.154,0.0853,0.264,53.49,7698236000,TECHNOLOGY,143985000,DOV,26.64
157,62.46,58.29,70.38,49.72,"2211 H.H. DOW WAY, MIDLAND, MI, US",65.65,Common Stock,1.627,22.23,1751788,USA,USD,"Dow Inc. is an American commodity chemical company. The company is headquartered in Midland, Michigan.",7.71,2021-12-10,2.8,0.0469,10022000000,7.71,5.0,1.124,2021-11-29,NYSE,December,9.35,5185000000,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",,2021-09-30,44421218000,Dow Inc,,0.14,0,7.79,2.685,0.866,0.113,3.125,0.528,0.074,0.394,68.91,51309998000,LIFE SCIENCES,739614000,DOW,7.79
167,57.95,59.49,65.61,52.44,"2244 WALNUT GROVE AVE,, P O BOX 800, ROSEMEAD, CA, US",70.16,Common Stock,0.68,35.82,827052,USA,USD,"Edison International is a public utility holding company based in Rosemead, California. Its subsidiaries include Southern California Edison, and unregulated non-utility business assets Edison Energy.",2.007,2021-10-31,2.65,0.0406,5335000000,2.007,13.2,3.678,2021-09-29,NYSE,December,13.76,7112000000,ELECTRIC SERVICES,,2021-09-30,24405289000,Edison International,,0.226,3.699,32.01,1.821,1.657,0.0517,-0.013,0.141,0.0294,0.0471,38.79,14731000000,ENERGY & TRANSPORTATION,379908000,EIX,32.01
168,108.3,114.39,123.27,78.44,"ONE EDWARDS WAY, IRVINE, CA, US",120.95,Common Stock,1.006,8.88,1099800,USA,USD,"Edwards Lifesciences is an American medical technology company headquartered in Irvine, California, specializing in artificial heart valves and hemodynamic monitoring.",2.325,None,None,0,1718600000,2.325,52.63,13.79,None,NYSE,December,45.05,3305700000,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",,2021-09-30,72422744000,Edwards Lifesciences Corporation,,0.311,2.497,49.89,12.88,14.22,0.29,0.038,0.148,0.132,0.303,8.18,5094500000,LIFE SCIENCES,624334000,EW,49.89
169,140.78,138.67,149.76,115.84,"209 REDWOOD SHORES PARKWAY, REDWOOD CITY, CA, US",174.2,Common Stock,0.837,27.7,712515,USA,USD,"Electronic Arts Inc. (EA) is an American video game company headquartered in Redwood City, California. It is the second-largest gaming company in the Americas and Europe by revenue and market capitalization after Activision Blizzard and ahead of Take-Two Interactive, and Ubisoft as of May 2020.",2.715,2021-12-22,0.68,0.0047,1420000000,2.715,29.17,6.37,2021-12-07,NASDAQ,March,22.78,4135000000,SERVICES-PREPACKAGED SOFTWARE,,2021-09-30,41168364000,Electronic Arts Inc,,0.175,9.83,53.62,5.2,6.44,0.123,0.619,0.586,0.0571,0.0985,22.29,6396000000,TECHNOLOGY,282808000,EA,53.62
170,97.39,96.2,105.43,72.91,"8000 W. FLORISSANT AVE., P.O. BOX 4100, ST. LOUIS, MO, UNITED STATES",108.95,Common Stock,1.513,16.52,32604,USA,USD,"Emerson Electric Co. is an American multinational corporation headquartered in Ferguson, Missouri. The Fortune 500 company manufactures products and provides engineering services for a wide range of industrial, commercial, and consumer markets.",3.82,2021-12-10,2.015,0.0207,4185000000,3.82,15.48,3.426,2021-11-10,NYSE,September,19.96,7563000000,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),,2021-09-30,58288488000,Emerson Electric Co,,0.176,2.0,25.52,5.86,3.196,0.126,-0.077,0.085,0.0845,0.253,30.3,18236000000,MANUFACTURING,597800000,EMR,25.52
171,167.55,187.95,254.7,108.88,"47281 BAYSIDE PARKWAY, FREMONT, CA, US",218.83,Common Stock,1.29,4.804,1463101,USA,USD,"Enphase Energy is an American energy technology company headquartered in Fremont, California. Enphase designs and manufactures software-driven home energy solutions that span solar generation, home energy storage and web-based monitoring and control.",1.152,None,None,0,264839000,1.152,161.56,27.09,None,NASDAQ,December,85.47,345981000,SEMICONDUCTORS & RELATED DEVICES,,2021-09-30,33926320000,Enphase Energy Inc,,0.195,2.301,218.29,52.17,27.49,0.134,-0.443,0.969,0.0907,0.312,9.35,1234169000,MANUFACTURING,134912000,ENPH,218.29
181,85.12,84.61,92.02,75.56,"300 CADWELL DRIVE, SPRINGFIELD, MA, US",90.67,Common Stock,0.382,41.92,72741,USA,USD,"Eversource Energy is a publicly traded, Fortune 500 energy company headquartered in Hartford, Connecticut, and Boston, Massachusetts.",3.442,2021-09-30,2.375,0.0288,3170902000,3.442,13.98,4.962,2021-09-15,NYSE,December,20.24,4447438000,ELECTRIC SERVICES,,2021-09-30,28174901000,Eversource Energy,,0.214,2.12,23.81,1.968,2.93,0.123,-0.188,0.038,0.0281,0.0832,27.98,9615105000,ENERGY & TRANSPORTATION,343806000,ES,23.81
182,260.96,268.09,289.68,205.96,"SEON PLACE, 4TH FLOOR, 141 FRONT STREET, HAMILTON, BM",320,Common Stock,0.689,253.4,1095073,USA,USD,"Everest Re Group is a reinsurance company based in Hamilton, Bermuda.",25.3,2021-09-15,6.2,0.0227,None,25.3,-,1.06,2021-08-24,NYSE,December,8.1,670090000,"FIRE, MARINE & CASUALTY INSURANCE",,2021-09-30,10793011000,Everest Re Group Ltd,,0.107,-50,10.84,1.076,0.938,0.0879,2.553,0.154,0.023,0.103,291.88,11508485000,FINANCE,39369000,RE,10.84
183,47.71,50.87,54.76,37.35,"PO BOX 805398, CHICAGO, IL, US",56.77,Common Stock,0.468,34.6,1109357,USA,USD,"Exelon Corporation is an American Fortune 100 energy company headquartered in Chicago, Illinois and incorporated in Pennsylvania.",1.71,2021-12-10,1.53,0.0282,10243000000,1.71,7.54,2.649,2021-11-12,NASDAQ,December,17.3,10033000000,ELECTRIC & OTHER SERVICES COMBINED,,2021-09-30,53220504000,Exelon Corporation,,0.148,8.24,31.81,1.581,1.528,0.0481,1.409,0.006,0.0248,0.0541,35.63,34829001000,ENERGY & TRANSPORTATION,978318000,EXC,31.81
184,163.14,169.22,191.83,118.3,"1111 EXPEDIA GROUP WAY W., SEATTLE, WA, US",188.15,Common Stock,1.601,10.59,1324424,USA,USD,"Expedia Group, Inc. is an American online travel shopping company for consumer and small business travel. Its websites, which are primarily travel fare aggregators and travel metasearch engines, include Expedia.com, Vrbo (previously HomeAway), Hotels.com, Hotwire.com, Orbitz, Travelocity, trivago and CarRentals.com.",-6.51,2020-03-26,0,0,58000000,-6.51,87.19,4.42,2020-03-09,NASDAQ,December,32.05,3519000000,TRANSPORTATION SERVICES,,2021-09-30,27109876000,Expedia Group Inc,,-0.0477,31.96,None,17.26,3.745,-0.105,-0.21,0.969,-0.0104,-0.199,49.26,7239000000,ENERGY & TRANSPORTATION,146004000,EXPE,-
